time	ctime	crpm	ccrpm	cfr	ccfr	cmdl	cpx	cpy	cpz	cm	ct	csn	cbn	cls	clx	cly	clz	asprms	aaccrms	asoundrms	cut
211105 14:40:55.875	0.054	601.000000	600.000000	48.000000	8.000000	G01	64.513000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.361591	2.158419	0.009260	1	
211105 14:40:55.975	0.154	601.000000	600.000000	48.000000	8.000000	G01	64.513000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.734093	0.759256	0.008603	1	
211105 14:40:56.075	0.254	601.000000	600.000000	48.000000	8.000000	G01	64.513000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.922948	0.590395	0.008326	1	
211105 14:40:56.175	0.354	600.000000	600.000000	48.000000	8.000000	G01	64.052000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.950024	0.505063	0.008878	1	
211105 14:40:56.275	0.454	600.000000	600.000000	48.000000	8.000000	G01	64.052000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.824767	1.160465	0.008429	1	
211105 14:40:56.375	0.554	600.000000	600.000000	48.000000	8.000000	G01	64.052000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.755598	0.899308	0.008211	1	
211105 14:40:56.475	0.654	600.000000	600.000000	48.000000	8.000000	G01	63.591000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.987916	1.162165	0.008307	1	
211105 14:40:56.575	0.754	600.000000	600.000000	48.000000	8.000000	G01	63.591000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.978268	1.495488	0.008459	1	
211105 14:40:56.675	0.854	600.000000	600.000000	48.000000	8.000000	G01	63.591000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.890168	0.951945	0.008547	1	
211105 14:40:56.775	0.954	601.000000	600.000000	48.000000	8.000000	G01	63.079000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.885321	0.634567	0.008867	1	
211105 14:40:56.875	1.054	601.000000	600.000000	48.000000	8.000000	G01	63.079000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.757035	3.678437	0.008796	1	
211105 14:40:56.975	1.154	601.000000	600.000000	48.000000	8.000000	G01	63.079000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.918670	1.357642	0.008764	1	
211105 14:40:57.075	1.254	601.000000	600.000000	48.000000	8.000000	G01	63.079000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.963371	1.517642	0.008464	1	
211105 14:40:57.175	1.354	601.000000	600.000000	48.000000	8.000000	G01	62.567000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.862124	0.918224	0.008620	1	
211105 14:40:57.275	1.454	601.000000	600.000000	48.000000	8.000000	G01	62.567000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.738601	0.923310	0.008888	1	
211105 14:40:57.375	1.554	601.000000	600.000000	48.000000	8.000000	G01	62.567000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.718696	0.443024	0.008502	1	
211105 14:40:57.475	1.654	600.000000	600.000000	48.000000	8.000000	G01	62.055000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	8.005095	0.285903	0.008426	1	
211105 14:40:57.575	1.754	600.000000	600.000000	48.000000	8.000000	G01	62.055000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.960306	0.331125	0.008385	1	
211105 14:40:57.675	1.854	600.000000	600.000000	48.000000	8.000000	G01	62.055000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.763345	0.432688	0.008413	1	
211105 14:40:57.775	1.954	600.000000	600.000000	48.000000	8.000000	G01	61.542000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.788072	0.474812	0.008406	1	
211105 14:40:57.875	2.054	600.000000	600.000000	48.000000	8.000000	G01	61.542000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.758012	0.430656	0.008659	1	
211105 14:40:57.975	2.154	600.000000	600.000000	48.000000	8.000000	G01	61.542000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.890383	1.622460	0.008218	1	
211105 14:40:58.075	2.254	600.000000	600.000000	48.000000	8.000000	G01	61.030000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.918664	5.452391	0.008115	1	
211105 14:40:58.175	2.354	600.000000	600.000000	48.000000	8.000000	G01	61.030000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.802901	0.912075	0.008019	1	
211105 14:40:58.275	2.454	600.000000	600.000000	48.000000	8.000000	G01	61.030000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.817912	0.927688	0.008338	1	
211105 14:40:58.375	2.554	601.000000	600.000000	48.000000	8.000000	G01	60.518000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.871270	0.674344	0.008162	1	
211105 14:40:58.475	2.654	601.000000	600.000000	48.000000	8.000000	G01	60.518000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.890459	0.516513	0.008242	1	
211105 14:40:58.575	2.754	601.000000	600.000000	48.000000	8.000000	G01	60.518000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.704037	0.514801	0.008107	1	
211105 14:40:58.675	2.854	601.000000	600.000000	48.000000	8.000000	G01	60.518000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.672283	0.790272	0.008353	1	
211105 14:40:58.775	2.954	600.000000	600.000000	48.000000	8.000000	G01	59.955000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.919693	0.614561	0.008499	1	
211105 14:40:58.875	3.054	600.000000	600.000000	48.000000	8.000000	G01	59.955000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.906108	0.541966	0.008663	1	
211105 14:40:58.975	3.154	600.000000	600.000000	48.000000	8.000000	G01	59.955000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.899713	0.470330	0.008679	1	
211105 14:40:59.075	3.254	600.000000	600.000000	48.000000	8.000000	G01	59.443000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.718734	0.393255	0.008484	1	
211105 14:40:59.175	3.354	600.000000	600.000000	48.000000	8.000000	G01	59.443000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.681469	0.382292	0.008341	1	
211105 14:40:59.275	3.454	600.000000	600.000000	48.000000	8.000000	G01	59.443000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.790893	0.580779	0.008381	1	
211105 14:40:59.375	3.554	600.000000	600.000000	48.000000	8.000000	G01	58.982000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.894373	1.006730	0.008610	1	
211105 14:40:59.475	3.654	600.000000	600.000000	48.000000	8.000000	G01	58.982000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.706250	0.436363	0.008207	1	
211105 14:40:59.575	3.754	600.000000	600.000000	48.000000	8.000000	G01	58.982000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.697591	0.266827	0.008228	1	
211105 14:40:59.675	3.854	600.000000	600.000000	48.000000	8.000000	G01	58.469000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.766155	0.268169	0.008359	1	
211105 14:40:59.775	3.954	600.000000	600.000000	48.000000	8.000000	G01	58.469000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.882764	0.264822	0.008337	1	
211105 14:40:59.875	4.054	600.000000	600.000000	48.000000	8.000000	G01	58.469000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.839569	0.261050	0.008401	1	
211105 14:40:59.975	4.154	600.000000	600.000000	48.000000	8.000000	G01	58.008000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.704345	0.224104	0.008332	1	
211105 14:41:00.075	4.254	600.000000	600.000000	48.000000	8.000000	G01	58.008000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.738824	0.261403	0.008085	1	
211105 14:41:00.175	4.354	600.000000	600.000000	48.000000	8.000000	G01	58.008000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.765893	0.320044	0.008265	1	
211105 14:41:00.275	4.454	601.000000	600.000000	48.000000	8.000000	G01	57.445000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.783716	0.337954	0.008152	1	
211105 14:41:00.375	4.554	601.000000	600.000000	48.000000	8.000000	G01	57.445000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.822383	0.220218	0.008387	1	
211105 14:41:00.475	4.654	601.000000	600.000000	48.000000	8.000000	G01	57.445000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.614948	0.270472	0.008217	1	
211105 14:41:00.575	4.754	601.000000	600.000000	48.000000	8.000000	G01	57.445000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.690833	0.281246	0.007943	1	
211105 14:41:00.675	4.854	600.000000	600.000000	48.000000	8.000000	G01	56.933000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.855618	0.208975	0.008180	1	
211105 14:41:00.775	4.954	600.000000	600.000000	48.000000	8.000000	G01	56.933000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.916323	0.220535	0.008105	1	
211105 14:41:00.875	5.054	600.000000	600.000000	48.000000	8.000000	G01	56.933000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.844959	0.224615	0.008096	1	
211105 14:41:00.975	5.154	600.000000	600.000000	48.000000	8.000000	G01	56.421000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.597260	0.424035	0.008301	1	
211105 14:41:01.075	5.254	600.000000	600.000000	48.000000	8.000000	G01	56.421000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.694984	0.230970	0.007981	1	
211105 14:41:01.175	5.354	600.000000	600.000000	48.000000	8.000000	G01	56.421000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.823847	0.238172	0.008364	1	
211105 14:41:01.275	5.454	600.000000	600.000000	48.000000	8.000000	G01	55.960000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.832431	0.272978	0.008289	1	
211105 14:41:01.375	5.554	600.000000	600.000000	48.000000	8.000000	G01	55.960000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.741080	0.222205	0.008271	1	
211105 14:41:01.475	5.654	600.000000	600.000000	48.000000	8.000000	G01	55.960000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.579024	0.238870	0.008130	1	
211105 14:41:01.575	5.754	600.000000	600.000000	48.000000	8.000000	G01	55.447000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.712976	0.268338	0.007950	1	
211105 14:41:01.675	5.854	600.000000	600.000000	48.000000	8.000000	G01	55.447000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.753957	0.244188	0.008151	1	
